Timestape(s): 0.000
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.23, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -40.16, Vel 2_X(mph): 0.00, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.120
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -39.96, Vel 2_X(mph): 0.00, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.140
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -39.77, Vel 2_X(mph): 0.00, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.160
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -39.58, Vel 2_X(mph): 0.00, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.180
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -39.38, Vel 2_X(mph): 0.00, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.200
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -39.19, Vel 2_X(mph): 0.00, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.220
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -39.00, Vel 2_X(mph): -0.01, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.240
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -38.80, Vel 2_X(mph): -0.01, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.260
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -38.61, Vel 2_X(mph): -0.01, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.280
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -38.41, Vel 2_X(mph): -0.01, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.300
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -38.22, Vel 2_X(mph): -0.01, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.320
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -38.03, Vel 2_X(mph): -0.02, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.340
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -37.83, Vel 2_X(mph): -0.02, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.360
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -37.64, Vel 2_X(mph): -0.02, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.380
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -37.45, Vel 2_X(mph): -0.02, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.400
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -37.25, Vel 2_X(mph): -0.02, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.420
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -37.06, Vel 2_X(mph): -0.03, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.440
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -36.86, Vel 2_X(mph): -0.03, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.460
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.62, Position 2_Y(ft): 0.21, Position 2_Z(ft): -36.67, Vel 2_X(mph): -0.03, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.480
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -36.48, Vel 2_X(mph): -0.03, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.500
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -36.28, Vel 2_X(mph): -0.03, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.520
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -36.09, Vel 2_X(mph): -0.03, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.540
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -35.90, Vel 2_X(mph): -0.04, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.560
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -35.70, Vel 2_X(mph): -0.04, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.580
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -35.51, Vel 2_X(mph): -0.04, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.600
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -35.32, Vel 2_X(mph): -0.04, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.620
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -35.12, Vel 2_X(mph): -0.04, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.640
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -34.93, Vel 2_X(mph): -0.05, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.660
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -34.73, Vel 2_X(mph): -0.05, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.680
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -34.54, Vel 2_X(mph): -0.05, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.700
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -34.35, Vel 2_X(mph): -0.05, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.720
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -34.15, Vel 2_X(mph): -0.05, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.740
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -33.96, Vel 2_X(mph): -0.05, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.760
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -33.77, Vel 2_X(mph): -0.06, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.780
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -33.57, Vel 2_X(mph): -0.06, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.800
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -33.38, Vel 2_X(mph): -0.06, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.820
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -33.19, Vel 2_X(mph): -0.06, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.840
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -32.99, Vel 2_X(mph): -0.06, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.860
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -32.80, Vel 2_X(mph): -0.07, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.880
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -32.60, Vel 2_X(mph): -0.07, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.900
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -32.41, Vel 2_X(mph): -0.07, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.920
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -32.22, Vel 2_X(mph): -0.07, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.940
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
Vehicle Name: Car B - Sudan, Position 2_X(ft): 0.61, Position 2_Y(ft): 0.21, Position 2_Z(ft): -32.02, Vel 2_X(mph): -0.07, Vel 2_Y(mph): 0.00, Vel 2_Z(mph): 60.00, Vel 2_Speed(mph): 60.00
Collision: NO

Timestape(s): 0.960
Vehicle Name: Car A - Sudan, Position 1_X(ft): 0.62, Position 1_Y(ft): 0.21, Position 1_Z(ft): -6.17, Vel 1_X(mph): 0.00, Vel 1_Y(mph): 0.00, Vel 1_Z(mph): 0.00, Vel 1_Speed(mph): 0.00
